"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"mitochondrial nucleoid [GO:0042645]",11,0.42258,0.047995,0.29366,0.57742,0.9521,1,0.58077,0.71293,1,7,0.54895,0.40276,0.9994,4,0.63646,0.81912,1
"DNA-directed RNA polymerase complex [GO:0000428]",24,0.37447,0.00039996,0.0084726,0.62553,0.9997,1,0.59271,0.85071,1,18,0.5611,0.43036,0.9994,6,0.68753,0.94661,1
"proteasome binding [GO:0070628]",10,0.56063,0.50675,1,0.43937,0.49335,0.86649,0.67717,0.9549,1,4,0.74804,0.91681,0.9994,6,0.62993,0.85501,1
"nuclear membrane [GO:0031965]",13,0.6601,0.92251,1,0.3399,0.077592,0.27395,0.59024,0.76692,1,2,0.70896,0.77192,0.9994,11,0.56866,0.74993,1
"proteasome complex [GO:0000502]",34,0.71463,1,1,0.28537,9.999e-05,0.0024712,0.52501,0.38896,1,5,0.84449,0.9939,0.9994,29,0.46993,0.17328,0.75948
"phosphate-containing compound metabolic process [GO:0006796]",9,0.74382,0.987,1,0.25618,0.013099,0.074215,0.30548,0.0017998,0.060265,2,0.5345,0.41976,0.9994,7,0.24005,0.0015998,0.063071
"organophosphate metabolic process [GO:0019637]",7,0.7613,0.9838,1,0.2387,0.016298,0.085014,0.26451,0.0013999,0.053817,1,0.25489,0.09759,0.89818,6,0.26612,0.0068993,0.15715
"rRNA binding [GO:0019843]",24,0.30056,9.999e-05,0.0037068,0.69944,1,1,0.52099,0.38226,0.99852,20,0.47327,0.035696,0.55619,4,0.75958,0.966,1
"ribosomal large subunit assembly [GO:0000027]",11,0.2837,0.00019998,0.0054626,0.7163,0.9999,1,0.51992,0.41836,1,10,0.49802,0.17478,0.9994,1,0.73888,0.75382,1
"tRNA processing [GO:0008033]",60,0.39599,9.999e-05,0.0037068,0.60401,1,1,0.61834,0.9924,1,44,0.59794,0.75512,0.9994,16,0.67444,0.9931,1
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]",8,0.62622,0.76882,1,0.37378,0.23128,0.55211,0.60539,0.76672,1,1,0.43134,0.34307,0.9994,7,0.63025,0.87701,1
"RNA metabolic process [GO:0016070]",7,0.72224,0.9548,1,0.27776,0.045295,0.18294,0.55551,0.57174,1,0,NA,NA,NA,7,0.55551,0.66573,1
"alpha-amino acid metabolic process [GO:1901605]",5,0.5566,0.48825,1,0.4434,0.51185,0.89311,0.53414,0.49505,1,2,0.55916,0.47075,0.9994,3,0.51745,0.51205,1
"cysteine-type peptidase activity [GO:0008234]",20,0.68324,0.9874,1,0.31676,0.012699,0.072425,0.4958,0.23988,0.85564,4,0.65568,0.74503,0.9994,16,0.45583,0.17728,0.76953
"autophagosome assembly [GO:0000045]",11,0.75807,0.9966,1,0.24193,0.0034997,0.029776,0.48387,0.25227,0.86997,0,NA,NA,NA,11,0.48387,0.35196,1
"mitophagy [GO:0000423]",10,0.63749,0.83472,1,0.36251,0.16538,0.45833,0.44316,0.12689,0.59868,2,0.29534,0.060994,0.76665,8,0.48011,0.35986,1
"autophagy [GO:0006914]",18,0.74441,0.9993,1,0.25559,0.00079992,0.010379,0.51117,0.33577,0.95295,0,NA,NA,NA,18,0.51117,0.48405,1
"protein processing [GO:0016485]",8,0.58015,0.58824,1,0.41985,0.41186,0.76752,0.49755,0.33877,0.95295,3,0.54379,0.43436,0.9994,5,0.4698,0.35956,1
"piecemeal microautophagy of the nucleus [GO:0034727]",11,0.81307,0.9999,1,0.18693,0.00019998,0.0041516,0.37385,0.015598,0.21588,0,NA,NA,NA,11,0.37385,0.034997,0.31926
"phagophore assembly site [GO:0000407]",9,0.75647,0.9924,1,0.24353,0.0076992,0.051229,0.47177,0.22628,0.81838,1,0.93123,0.90601,0.9994,8,0.41434,0.13959,0.68974
"mitochondrial translation [GO:0032543]",28,0.38339,0.00019998,0.0054626,0.61661,0.9999,1,0.51677,0.33517,0.95295,21,0.52237,0.18638,0.9994,7,0.49999,0.44756,1
"mitochondrial small ribosomal subunit [GO:0005763]",22,0.23105,9.999e-05,0.0037068,0.76895,1,1,0.39063,0.0029997,0.075944,21,0.39905,0.00049995,0.051773,1,0.21396,0.15208,0.7217
"ligase activity [GO:0016874]",44,0.45721,0.0057994,0.063366,0.54279,0.9943,1,0.52176,0.34767,0.95978,26,0.52293,0.15268,0.9994,18,0.52008,0.54505,1
"intracellular membrane-bounded organelle [GO:0043231]",48,0.6135,0.93571,1,0.3865,0.064394,0.23702,0.55823,0.71083,1,17,0.69681,0.9796,0.9994,31,0.48224,0.24618,0.87615
"catalytic activity [GO:0003824]",66,0.47127,0.0029997,0.039919,0.52873,0.9971,1,0.46841,0.010199,0.16541,38,0.48846,0.017398,0.43186,28,0.4412,0.068993,0.48107
"protein transmembrane transporter activity [GO:0008320]",14,0.49127,0.16868,0.66362,0.50873,0.83142,1,0.67246,0.9744,1,9,0.73166,0.9734,0.9994,5,0.56591,0.66963,1
"tricarboxylic acid cycle [GO:0006099]",22,0.57384,0.60834,1,0.42616,0.39176,0.75019,0.64628,0.9736,1,9,0.74817,0.9833,0.9994,13,0.57575,0.80292,1
"mitochondrial electron transport, succinate to ubiquinone [GO:0006121]",6,0.44394,0.14639,0.6019,0.55606,0.85371,1,0.68526,0.91731,1,4,0.67986,0.80272,0.9994,2,0.69606,0.83062,1
"protein insertion into mitochondrial inner membrane [GO:0045039]",7,0.31363,0.0058994,0.063787,0.68637,0.9942,1,0.59908,0.73093,1,6,0.5487,0.40136,0.9994,1,0.90137,0.90971,1
"phosphatidylinositol binding [GO:0035091]",20,0.68015,0.9852,1,0.31985,0.014899,0.080128,0.57325,0.72863,1,5,0.86711,0.9968,0.9994,15,0.4753,0.28447,0.9467
"RNA endonuclease activity [GO:0004521]",11,0.53751,0.39796,1,0.46249,0.60214,0.97053,0.70389,0.9832,1,6,0.79733,0.9874,0.9994,5,0.59176,0.74363,1
"endoplasmic reticulum unfolded protein response [GO:0030968]",7,0.74216,0.972,1,0.25784,0.028097,0.12781,0.50425,0.36266,0.97525,1,0.95997,0.9512,0.9994,6,0.42829,0.21368,0.82649
"phosphate transmembrane transporter activity [GO:0005315]",5,0.63865,0.74953,1,0.36135,0.25057,0.58057,0.52271,0.45815,1,1,0.5,0.42436,0.9994,4,0.52838,0.54715,1
"COP9 signalosome [GO:0008180]",8,0.7994,0.9974,1,0.2006,0.0026997,0.024368,0.40121,0.064894,0.41452,0,NA,NA,NA,8,0.40121,0.10939,0.63347
"RNA polymerase II complex binding [GO:0000993]",8,0.52634,0.36056,0.99275,0.47366,0.63954,1,0.66714,0.91841,1,4,0.71982,0.87731,0.9994,4,0.61445,0.77272,1
"Cdc73/Paf1 complex [GO:0016593]",6,0.61806,0.71313,1,0.38194,0.28697,0.63649,0.7346,0.9674,1,1,0.9122,0.88671,0.9994,5,0.69908,0.94111,1
"vacuole [GO:0005773]",30,0.66818,0.9906,1,0.33182,0.0094991,0.060023,0.60292,0.90811,1,6,0.84818,0.9976,0.9994,24,0.54161,0.69803,1
"isomerase activity [GO:0016853]",35,0.49167,0.067593,0.3614,0.50833,0.93251,1,0.54235,0.52925,1,18,0.53887,0.28247,0.9994,17,0.54605,0.69113,1
"methionine biosynthetic process [GO:0009086]",13,0.31081,0.00049995,0.0094354,0.68919,0.9996,1,0.49015,0.24828,0.86584,11,0.47514,0.10059,0.89818,2,0.5727,0.62744,1
"L-methionine salvage from methylthioadenosine [GO:0019509]",5,0.29802,0.013999,0.12419,0.70198,0.9861,1,0.54896,0.54095,1,4,0.46562,0.20848,0.9994,1,0.88233,0.88251,1
"mitochondrial intermembrane space [GO:0005758]",37,0.38683,9.999e-05,0.0037068,0.61317,1,1,0.53319,0.45465,1,24,0.4657,0.016598,0.43186,13,0.65778,0.9732,1
"copper ion binding [GO:0005507]",13,0.49172,0.17468,0.67061,0.50828,0.82542,1,0.48092,0.20928,0.78304,7,0.50262,0.22988,0.9994,6,0.4556,0.29697,0.97283
"quinone binding [GO:0048038]",5,0.53388,0.41346,1,0.46612,0.58664,0.95778,0.83608,0.9956,1,2,0.87979,0.9591,0.9994,3,0.80694,0.9713,1
"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]",7,0.45638,0.15258,0.61868,0.54362,0.84752,1,0.74639,0.9831,1,4,0.70176,0.84742,0.9994,3,0.8059,0.971,1
"nuclear-transcribed mRNA catabolic process [GO:0000956]",10,0.50257,0.25587,0.85401,0.49743,0.74423,1,0.63528,0.88001,1,5,0.64042,0.71923,0.9994,5,0.63014,0.82882,1
"P-body [GO:0000932]",28,0.60133,0.81372,1,0.39867,0.18638,0.49353,0.58712,0.84172,1,9,0.67298,0.88291,0.9994,19,0.54645,0.70113,1
"protein-containing complex [GO:0032991]",29,0.5924,0.75422,1,0.4076,0.24588,0.57224,0.5663,0.73263,1,10,0.63909,0.79872,0.9994,19,0.52799,0.59064,1
"protein retention in Golgi apparatus [GO:0045053]",6,0.65712,0.82012,1,0.34288,0.17998,0.48159,0.64771,0.84882,1,1,0.88589,0.86151,0.9994,5,0.60008,0.76642,1
"fungal-type cell wall organization [GO:0031505]",26,0.67814,0.9923,1,0.32186,0.0077992,0.051564,0.50579,0.26257,0.87143,6,0.70115,0.89261,0.9994,20,0.44718,0.12109,0.66701
"structural molecule activity [GO:0005198]",18,0.67109,0.9688,1,0.32891,0.031297,0.13707,0.6123,0.88251,1,2,0.79515,0.88481,0.9994,16,0.58944,0.87171,1
"Golgi to endosome transport [GO:0006895]",6,0.81801,0.9953,1,0.18199,0.0047995,0.037742,0.33286,0.023398,0.28573,1,0.90661,0.87961,0.9994,5,0.21811,0.0023998,0.084819
"vesicle-mediated transport [GO:0016192]",97,0.67438,1,1,0.32562,9.999e-05,0.0024712,0.5195,0.24118,0.85733,18,0.64503,0.89171,0.9994,79,0.4909,0.20138,0.81753
"clathrin-coated pit [GO:0005905]",6,0.82379,0.9961,1,0.17621,0.0039996,0.03269,0.35241,0.037396,0.35942,0,NA,NA,NA,6,0.35241,0.063794,0.46375
"cytoplasmic vesicle membrane [GO:0030659]",6,0.68917,0.89011,1,0.31083,0.10999,0.34492,0.62166,0.78762,1,0,NA,NA,NA,6,0.62166,0.83672,1
"cytoplasmic vesicle [GO:0031410]",26,0.73531,0.9998,1,0.26469,0.00029997,0.0051044,0.52938,0.42746,1,0,NA,NA,NA,26,0.52938,0.62204,1
"spindle [GO:0005819]",5,0.64543,0.76402,1,0.35457,0.23608,0.56013,0.50686,0.40556,1,2,0.74716,0.82682,0.9994,3,0.34667,0.14089,0.68974
"mitotic spindle pole body [GO:0044732]",12,0.61046,0.75512,1,0.38954,0.24498,0.57166,0.66129,0.951,1,4,0.82332,0.9798,0.9994,8,0.58027,0.75742,1
"mitotic spindle [GO:0072686]",7,0.56209,0.51405,1,0.43791,0.48605,0.86243,0.68359,0.92991,1,3,0.77573,0.91781,0.9994,4,0.61449,0.77272,1
"mitotic spindle midzone [GO:1990023]",8,0.69352,0.93541,1,0.30648,0.064694,0.23729,0.54104,0.51755,1,2,0.85614,0.94111,0.9994,6,0.436,0.23618,0.86271
"RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",32,0.51522,0.18018,0.67557,0.48478,0.81992,1,0.52919,0.41296,1,16,0.55962,0.41396,0.9994,16,0.49875,0.40546,1
"phosphatidylinositol metabolic process [GO:0046488]",5,0.83904,0.9971,1,0.16096,0.0029997,0.026387,0.32192,0.027197,0.31365,0,NA,NA,NA,5,0.32192,0.047195,0.375
"phosphatidylinositol dephosphorylation [GO:0046856]",6,0.85871,0.9994,1,0.14129,0.00069993,0.010091,0.28258,0.0045995,0.10158,0,NA,NA,NA,6,0.28258,0.011299,0.19629
"protein kinase activator activity [GO:0030295]",7,0.61902,0.72813,1,0.38098,0.27197,0.61263,0.54444,0.52425,1,2,0.61935,0.60384,0.9994,5,0.51448,0.50335,1
"establishment or maintenance of cell polarity [GO:0007163]",9,0.76323,0.9936,1,0.23677,0.0064994,0.046208,0.43223,0.11459,0.57739,1,0.81411,0.78852,0.9994,8,0.38449,0.079292,0.53073
"cellular bud tip [GO:0005934]",11,0.75669,0.9964,1,0.24331,0.0036996,0.031221,0.37323,0.015398,0.21588,2,0.68819,0.73613,0.9994,9,0.30324,0.0072993,0.16265
"mating projection tip [GO:0043332]",18,0.82157,1,1,0.17843,9.999e-05,0.0024712,0.29833,0.00019998,0.013839,2,0.73665,0.81172,0.9994,16,0.24354,9.999e-05,0.012811
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",20,0.7276,0.9991,1,0.2724,0.0009999,0.010379,0.47113,0.12609,0.59762,2,0.63168,0.62964,0.9994,18,0.45329,0.16578,0.74518
"intracellular transport [GO:0046907]",10,0.67547,0.92831,1,0.32453,0.071793,0.25875,0.54953,0.55424,1,3,0.8341,0.9643,0.9994,7,0.42757,0.19848,0.81704
"COPII-coated ER to Golgi transport vesicle [GO:0030134]",18,0.69097,0.9867,1,0.30903,0.013399,0.074373,0.48754,0.20828,0.78304,3,0.60842,0.59504,0.9994,15,0.46336,0.22788,0.84936
"peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",19,0.50316,0.17778,0.67105,0.49684,0.82232,1,0.57883,0.75262,1,10,0.60589,0.66203,0.9994,9,0.54876,0.65783,1
"cyclosporin A binding [GO:0016018]",7,0.35877,0.021298,0.16622,0.64123,0.9788,1,0.64456,0.86261,1,5,0.55347,0.43116,0.9994,2,0.87229,0.97,1
"protein tyrosine phosphatase activity [GO:0004725]",7,0.61087,0.70103,1,0.38913,0.29907,0.65217,0.55516,0.56984,1,1,0.21913,0.064894,0.77539,6,0.61117,0.81492,1
"protein phosphatase regulator activity [GO:0019888]",6,0.77939,0.9847,1,0.22061,0.015398,0.081549,0.42692,0.15048,0.66356,1,0.95713,0.94551,0.9994,5,0.32088,0.045895,0.375
"electron transfer activity [GO:0009055]",11,0.43295,0.061094,0.34653,0.56705,0.93901,1,0.73498,0.9936,1,7,0.6864,0.87841,0.9994,4,0.81999,0.9902,1
"SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",9,0.60251,0.69863,1,0.39749,0.30147,0.65552,0.56015,0.60444,1,2,0.47165,0.30247,0.9994,7,0.58544,0.76352,1
"mRNA 3'-end processing [GO:0031124]",10,0.59363,0.66223,1,0.40637,0.33787,0.67966,0.74358,0.9941,1,3,0.88473,0.9866,0.9994,7,0.68309,0.9536,1
"mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]",10,0.63506,0.82682,1,0.36494,0.17328,0.47209,0.68767,0.9665,1,1,0.78894,0.74733,0.9994,9,0.67642,0.9694,1
"ribosomal small subunit assembly [GO:0000028]",12,0.30219,0.00049995,0.0094354,0.69781,0.9996,1,0.52937,0.45565,1,9,0.4225,0.033297,0.54443,3,0.84997,0.9869,1
"cytosolic small ribosomal subunit [GO:0022627]",29,0.27419,9.999e-05,0.0037068,0.72581,1,1,0.46842,0.075392,0.44464,25,0.42975,0.0015998,0.1147,4,0.71012,0.92731,1
"ATPase activator activity [GO:0001671]",6,0.49597,0.28847,0.92247,0.50403,0.71163,1,0.38268,0.071993,0.42947,3,0.37462,0.094991,0.89818,3,0.39073,0.21358,0.82649
"cytoplasmic microtubule [GO:0005881]",6,0.78163,0.9855,1,0.21837,0.014599,0.079754,0.43674,0.17808,0.72292,0,NA,NA,NA,6,0.43674,0.23868,0.86271
"microtubule cytoskeleton [GO:0015630]",11,0.74816,0.9951,1,0.25184,0.0049995,0.038727,0.40335,0.039296,0.36811,2,0.72408,0.79442,0.9994,9,0.33208,0.018198,0.21737
"cell cortex of cell tip [GO:0051285]",8,0.8727,1,1,0.1273,9.999e-05,0.0024712,0.2546,0.00049995,0.02883,0,NA,NA,NA,8,0.2546,0.00089991,0.04612
"GTPase regulator activity [GO:0030695]",8,0.72595,0.9707,1,0.27405,0.029397,0.13096,0.49008,0.31067,0.95295,2,0.88394,0.9617,0.9994,6,0.35879,0.072893,0.50144
"ergosterol biosynthetic process [GO:0006696]",19,0.77226,1,1,0.22774,9.999e-05,0.0024712,0.30067,9.999e-05,0.012974,3,0.50979,0.34827,0.9994,16,0.26146,9.999e-05,0.012811
"sterol metabolic process [GO:0016125]",5,0.78849,0.9819,1,0.21151,0.018198,0.092597,0.42303,0.16818,0.70678,0,NA,NA,NA,5,0.42303,0.22778,0.84936
"cellular response to amino acid starvation [GO:0034198]",7,0.68368,0.89861,1,0.31632,0.10149,0.32711,0.45459,0.19958,0.76559,1,0.37682,0.27117,0.9994,6,0.46755,0.33857,1
"positive regulation of TORC1 signaling [GO:1904263]",6,0.4681,0.20558,0.73583,0.5319,0.79452,1,0.61479,0.76942,1,3,0.55098,0.45225,0.9994,3,0.67859,0.85001,1
"site of polarized growth [GO:0030427]",9,0.77802,0.9961,1,0.22198,0.0039996,0.03269,0.3798,0.031897,0.33785,1,0.71128,0.67293,0.9994,8,0.33837,0.024098,0.25007
"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]",52,0.67799,0.9998,1,0.32201,0.00029997,0.0051044,0.56521,0.78252,1,8,0.74389,0.9722,0.9994,44,0.53273,0.67723,1
"proteasome regulatory particle [GO:0005838]",5,0.77873,0.9766,1,0.22127,0.023498,0.1124,0.37451,0.079692,0.45956,1,0.82995,0.80142,0.9994,4,0.26065,0.021698,0.23627
"proteasome regulatory particle, lid subcomplex [GO:0008541]",14,0.66605,0.94281,1,0.33395,0.057294,0.21784,0.5192,0.40176,1,4,0.73977,0.90561,0.9994,10,0.43098,0.16078,0.72922
"GPI anchor biosynthetic process [GO:0006506]",17,0.72203,0.9956,1,0.27797,0.0044996,0.035927,0.49627,0.25637,0.87143,2,0.74644,0.82602,0.9994,15,0.46291,0.22528,0.84893
"RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]",17,0.49064,0.14209,0.58994,0.50936,0.85801,1,0.59637,0.82622,1,9,0.6011,0.62714,0.9994,8,0.59104,0.78752,1
"RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]",17,0.49064,0.14209,0.58994,0.50936,0.85801,1,0.59637,0.82622,1,9,0.6011,0.62714,0.9994,8,0.59104,0.78752,1
"90S preribosome [GO:0030686]",11,0.44347,0.078292,0.39837,0.55653,0.92181,1,0.62275,0.86121,1,6,0.55056,0.40996,0.9994,5,0.70939,0.9517,1
"ubiquitin-protein transferase activity [GO:0004842]",17,0.62431,0.85651,1,0.37569,0.14359,0.41748,0.50936,0.32857,0.95295,5,0.58858,0.55094,0.9994,12,0.47635,0.31267,1
"negative regulation of gluconeogenesis [GO:0045721]",6,0.75899,0.9763,1,0.24101,0.023798,0.11331,0.48202,0.31227,0.95295,0,NA,NA,NA,6,0.48202,0.38816,1
"GID complex [GO:0034657]",5,0.81102,0.9907,1,0.18898,0.0093991,0.059854,0.37795,0.085691,0.47821,0,NA,NA,NA,5,0.37795,0.12579,0.67504
"protein targeting to ER [GO:0045047]",7,0.47197,0.19208,0.70204,0.52803,0.80802,1,0.68282,0.92901,1,3,0.56457,0.48505,0.9994,4,0.77152,0.973,1
"amino acid transport [GO:0006865]",11,0.53339,0.37816,1,0.46661,0.62194,0.98537,0.60124,0.79342,1,4,0.54354,0.41936,0.9994,7,0.63421,0.88461,1
"actin filament organization [GO:0007015]",25,0.72451,0.9994,1,0.27549,0.00069993,0.010091,0.46841,0.085591,0.47821,4,0.74196,0.90811,0.9994,21,0.4163,0.045795,0.375
"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]",14,0.51016,0.24368,0.82659,0.48984,0.75642,1,0.56599,0.66373,1,7,0.58632,0.55364,0.9994,7,0.54566,0.62904,1
"positive regulation of transcription by RNA polymerase II [GO:0045944]",66,0.54436,0.33107,0.95941,0.45564,0.66903,1,0.58655,0.94141,1,30,0.6428,0.93941,0.9994,36,0.53967,0.71493,1
"RNA polymerase II transcription regulator complex [GO:0090575]",5,0.46037,0.20278,0.72832,0.53963,0.79732,1,0.48057,0.31967,0.95295,3,0.5011,0.32657,0.9994,2,0.44978,0.37556,1
"amino acid biosynthetic process [GO:0008652]",16,0.41626,0.014999,0.12974,0.58374,0.9851,1,0.54813,0.56164,1,11,0.54956,0.38596,0.9994,5,0.54499,0.60254,1
"small molecule metabolic process [GO:0044281]",22,0.40695,0.0024998,0.034141,0.59305,0.9976,1,0.58431,0.80112,1,14,0.52717,0.25607,0.9994,8,0.68431,0.9646,1
"iron-sulfur cluster binding [GO:0051536]",26,0.37294,9.999e-05,0.0037068,0.62706,1,1,0.62683,0.9608,1,21,0.61168,0.76362,0.9994,5,0.69047,0.93111,1
"protein histidyl modification to diphthamide [GO:0017183]",5,0.37578,0.062194,0.35085,0.62422,0.93791,1,0.59864,0.69613,1,4,0.59388,0.57384,0.9994,1,0.61767,0.62184,1
"peroxidase activity [GO:0004601]",11,0.54159,0.41616,1,0.45841,0.58394,0.95772,0.57252,0.67843,1,5,0.62128,0.66203,0.9994,6,0.53188,0.56664,1
"translation elongation factor activity [GO:0003746]",10,0.54961,0.45055,1,0.45039,0.54955,0.92153,0.696,0.9725,1,3,0.65871,0.72033,0.9994,7,0.71198,0.9749,1
"ribosome binding [GO:0043022]",26,0.47723,0.056794,0.32934,0.52277,0.94331,1,0.47165,0.09559,0.51679,13,0.4261,0.016898,0.43186,13,0.51719,0.51695,1
"translational elongation [GO:0006414]",14,0.51117,0.24768,0.8347,0.48883,0.75242,1,0.7259,0.9968,1,6,0.70629,0.90031,0.9994,8,0.7406,0.9931,1
"NAD biosynthetic process [GO:0009435]",8,0.60884,0.70653,1,0.39116,0.29357,0.64424,0.3839,0.043796,0.36811,2,0.20313,0.0084992,0.36888,6,0.44415,0.26327,0.92416
"carboxypeptidase activity [GO:0004180]",8,0.67787,0.90731,1,0.32213,0.092791,0.3097,0.42601,0.11299,0.57491,1,0.12699,0.018698,0.43186,7,0.46873,0.32967,1
"fungal-type cell wall biogenesis [GO:0009272]",8,0.71424,0.96,1,0.28576,0.040096,0.16516,0.55776,0.58704,1,1,0.94499,0.92891,0.9994,7,0.50244,0.45785,1
"NLS-bearing protein import into nucleus [GO:0006607]",8,0.43256,0.085791,0.42405,0.56744,0.91431,1,0.78246,0.9966,1,6,0.76506,0.9702,0.9994,2,0.83466,0.94971,1
"nuclear pore organization [GO:0006999]",5,0.68723,0.86531,1,0.31277,0.13479,0.39747,0.5999,0.69933,1,1,0.93587,0.91301,0.9994,4,0.5159,0.51005,1
"nuclear pore central transport channel [GO:0044613]",6,0.5096,0.33237,0.95941,0.4904,0.66773,1,0.89929,1,1,3,0.9185,0.9953,0.9994,3,0.88009,0.9943,1
"snoRNA binding [GO:0030515]",13,0.31181,0.00049995,0.0094354,0.68819,0.9996,1,0.47791,0.19768,0.76559,10,0.416,0.021998,0.44569,3,0.68429,0.86171,1
"U3 snoRNA binding [GO:0034511]",9,0.39205,0.029197,0.20901,0.60795,0.9709,1,0.61147,0.80362,1,6,0.54668,0.39306,0.9994,3,0.74106,0.92781,1
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",15,0.32743,0.00029997,0.0069193,0.67257,0.9998,1,0.51129,0.34527,0.95569,12,0.47884,0.09549,0.89818,3,0.64109,0.78892,1
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",15,0.32743,0.00029997,0.0069193,0.67257,0.9998,1,0.51129,0.34527,0.95569,12,0.47884,0.09549,0.89818,3,0.64109,0.78892,1
"box C/D methylation guide snoRNP complex [GO:0031428]",5,0.28286,0.010499,0.099072,0.71714,0.9896,1,0.45126,0.23478,0.84325,4,0.38562,0.072493,0.82394,1,0.71382,0.72813,1
"small-subunit processome [GO:0032040]",50,0.37129,9.999e-05,0.0037068,0.62871,1,1,0.56432,0.77272,1,35,0.50493,0.053495,0.73319,15,0.70289,0.9981,1
"calcium ion binding [GO:0005509]",25,0.65107,0.9651,1,0.34893,0.034997,0.15073,0.55571,0.63474,1,7,0.74614,0.9685,0.9994,18,0.48165,0.30847,1
"meiotic spindle pole body [GO:0035974]",5,0.617,0.68753,1,0.383,0.31257,0.66264,0.7305,0.951,1,1,0.91127,0.88541,0.9994,4,0.68531,0.89711,1
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",6,0.38033,0.046695,0.29024,0.61967,0.9534,1,0.57125,0.62814,1,3,0.33191,0.051795,0.72605,3,0.81059,0.9734,1
"intra-Golgi vesicle-mediated transport [GO:0006891]",20,0.7637,1,1,0.2363,9.999e-05,0.0024712,0.43294,0.032597,0.33835,1,0.60334,0.54085,0.9994,19,0.42397,0.067493,0.47875
"spliceosomal tri-snRNP complex assembly [GO:0000244]",5,0.63084,0.72593,1,0.36916,0.27417,0.61467,0.68621,0.89401,1,2,0.93486,0.9864,0.9994,3,0.52045,0.51945,1
"pericentric heterochromatin [GO:0005721]",6,0.594,0.63394,1,0.406,0.36616,0.71578,0.7197,0.9565,1,1,0.72307,0.67893,0.9994,5,0.71902,0.9588,1
"Prp19 complex [GO:0000974]",17,0.53954,0.39236,1,0.46046,0.60774,0.97501,0.59457,0.81972,1,7,0.60372,0.62854,0.9994,10,0.58817,0.81032,1
"U2-type catalytic step 2 spliceosome [GO:0071007]",8,0.59933,0.66883,1,0.40067,0.33127,0.67342,0.62956,0.83632,1,2,0.65644,0.68013,0.9994,6,0.6206,0.83412,1
"pyridine nucleotide biosynthetic process [GO:0019363]",8,0.61597,0.73363,1,0.38403,0.26647,0.60661,0.36963,0.030197,0.33345,2,0.20313,0.0084992,0.36888,6,0.42512,0.20498,0.81753
"peroxisome [GO:0005777]",57,0.4858,0.020198,0.15883,0.5142,0.9799,1,0.54307,0.55494,1,29,0.52304,0.14469,0.9994,28,0.56381,0.84132,1
"DNA-binding transcription factor activity [GO:0003700]",30,0.48754,0.071893,0.37127,0.51246,0.92821,1,0.5199,0.35116,0.96177,18,0.57915,0.54925,0.9994,12,0.43102,0.13089,0.68119
"intracellular distribution of mitochondria [GO:0048312]",5,0.85385,0.9984,1,0.14615,0.0016998,0.01649,0.29231,0.013399,0.19868,0,NA,NA,NA,5,0.29231,0.024298,0.25007
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",34,0.36587,9.999e-05,0.0037068,0.63413,1,1,0.53519,0.48075,1,25,0.50151,0.077192,0.84639,9,0.62873,0.90421,1
"import into nucleus [GO:0051170]",8,0.72723,0.9715,1,0.27277,0.028597,0.12895,0.54554,0.53685,1,0,NA,NA,NA,8,0.54554,0.63614,1
"transcription factor TFIIIC complex [GO:0000127]",5,0.70561,0.89831,1,0.29439,0.10179,0.32711,0.58877,0.66653,1,0,NA,NA,NA,5,0.58877,0.73653,1
"mitochondrial respiratory chain complex I assembly [GO:0032981]",12,0.39149,0.015298,0.13124,0.60851,0.9848,1,0.7245,0.9924,1,7,0.57784,0.51945,0.9994,5,0.92982,1,1
"nucleobase-containing compound metabolic process [GO:0006139]",13,0.47008,0.10769,0.5058,0.52992,0.89241,1,0.59775,0.79942,1,8,0.62456,0.71793,0.9994,5,0.55486,0.63464,1
