"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"ligase activity [GO:0016874]",41,0.69283,0.9958,1,0.30717,0.0042996,0.066372,0.34385,0.12359,0.82213,8,0.30687,0.14839,0.9993,33,0.35281,0.29857,0.92564
"intracellular membrane-bounded organelle [GO:0043231]",39,0.56007,0.47185,1,0.43993,0.52825,0.89306,0.38469,0.44096,0.9995,16,0.39651,0.40866,0.9993,23,0.37646,0.48985,0.97332
"catalytic activity [GO:0003824]",55,0.51603,0.13359,0.84058,0.48397,0.86651,1,0.38829,0.46385,0.9995,27,0.40962,0.48185,0.9993,28,0.36772,0.41746,0.95389
"protein transmembrane transporter activity [GO:0008320]",10,0.71054,0.91861,1,0.28946,0.081492,0.33397,0.32901,0.23698,0.94584,2,0.37524,0.45315,0.9993,8,0.31745,0.27937,0.92564
"tricarboxylic acid cycle [GO:0006099]",20,0.56705,0.51455,1,0.43295,0.48555,0.85227,0.31218,0.092391,0.74399,8,0.30786,0.15068,0.9993,12,0.31506,0.20658,0.89279
"phosphatidylinositol binding [GO:0035091]",20,0.46144,0.083092,0.69678,0.53856,0.91701,1,0.41617,0.65363,0.9995,11,0.39914,0.44416,0.9993,9,0.43699,0.74893,0.9998
"RNA endonuclease activity [GO:0004521]",10,0.70183,0.90431,1,0.29817,0.09579,0.36337,0.45884,0.77732,0.9995,3,0.77085,0.9804,0.9993,7,0.32512,0.31027,0.92606
"endoplasmic reticulum unfolded protein response [GO:0030968]",6,0.4567,0.20698,0.88513,0.5433,0.79312,1,0.35004,0.37856,0.9995,4,0.44758,0.60894,0.9993,2,0.15497,0.11209,0.78857
"COP9 signalosome [GO:0008180]",6,0.77467,0.94701,1,0.22533,0.053095,0.26205,0.38088,0.48785,0.9995,1,0.79065,0.84352,0.9993,5,0.29893,0.26497,0.91962
"RNA polymerase II complex binding [GO:0000993]",6,0.45172,0.19688,0.88513,0.54828,0.80322,1,0.4368,0.67103,0.9995,4,0.50517,0.74283,0.9993,2,0.30004,0.39956,0.94514
"Cdc73/Paf1 complex [GO:0016593]",6,0.522,0.37016,1,0.478,0.62994,0.9582,0.30809,0.24708,0.96129,3,0.3521,0.37096,0.9993,3,0.26408,0.25497,0.91962
"vacuole [GO:0005773]",30,0.69329,0.9865,1,0.30671,0.013599,0.11977,0.37586,0.37976,0.9995,7,0.49096,0.77322,0.9993,23,0.34083,0.25137,0.91962
"isomerase activity [GO:0016853]",30,0.48077,0.086291,0.70728,0.51923,0.91381,1,0.35735,0.24948,0.96208,16,0.36147,0.23218,0.9993,14,0.35265,0.36506,0.94112
"methionine biosynthetic process [GO:0009086]",11,0.50516,0.28237,0.97623,0.49484,0.71773,1,0.37308,0.42986,0.9995,5,0.32173,0.25867,0.9993,6,0.41587,0.64284,0.9998
"mitochondrial intermembrane space [GO:0005758]",26,0.50884,0.19528,0.88513,0.49116,0.80482,1,0.51773,0.988,0.9995,14,0.5686,0.9758,0.9993,12,0.45838,0.84072,0.9998
"copper ion binding [GO:0005507]",9,0.61698,0.68143,1,0.38302,0.31867,0.71177,0.39172,0.50425,0.9995,4,0.5789,0.86821,0.9993,5,0.24198,0.12569,0.78857
"quinone binding [GO:0048038]",5,0.53475,0.41526,1,0.46525,0.58484,0.91838,0.32404,0.30567,0.9995,2,0.24192,0.25017,0.9993,3,0.37879,0.51945,0.98142
"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]",7,0.5567,0.46445,1,0.4433,0.53565,0.89396,0.44199,0.68773,0.9995,3,0.48129,0.66743,0.9993,4,0.41251,0.61874,0.9998
"nuclear-transcribed mRNA catabolic process [GO:0000956]",10,0.67129,0.84402,1,0.32871,0.15608,0.48737,0.37996,0.45425,0.9995,3,0.53758,0.77072,0.9993,7,0.31241,0.26807,0.91962
"P-body [GO:0000932]",24,0.60001,0.70873,1,0.39999,0.29137,0.68409,0.3567,0.26267,0.97972,8,0.3351,0.22548,0.9993,16,0.36751,0.44376,0.9556
"protein-containing complex [GO:0032991]",25,0.57821,0.58914,1,0.42179,0.41096,0.80784,0.49246,0.9628,0.9995,9,0.51234,0.85231,0.9993,16,0.48128,0.93231,0.9998
"protein retention in Golgi apparatus [GO:0045053]",6,0.57723,0.52625,1,0.42277,0.47385,0.84139,0.31157,0.25767,0.96945,3,0.46603,0.63344,0.9993,3,0.15711,0.056294,0.73238
"fungal-type cell wall organization [GO:0031505]",23,0.38938,0.0065993,0.24818,0.61062,0.9935,1,0.36453,0.31827,0.9995,16,0.38424,0.34337,0.9993,7,0.31949,0.29117,0.92564
"structural molecule activity [GO:0005198]",17,0.68954,0.94341,1,0.31046,0.056694,0.27109,0.33438,0.19878,0.92718,5,0.51288,0.78682,0.9993,12,0.26001,0.052595,0.73238
"Golgi to endosome transport [GO:0006895]",5,0.76068,0.91101,1,0.23932,0.089091,0.34951,0.16609,0.021898,0.48139,1,0.21863,0.38066,0.9993,4,0.15295,0.027597,0.61522
"vesicle-mediated transport [GO:0016192]",78,0.64951,0.9912,1,0.35049,0.0088991,0.085994,0.33626,0.029797,0.50902,24,0.40734,0.47835,0.9993,54,0.30468,0.018998,0.56985
"clathrin-coated pit [GO:0005905]",5,0.77099,0.92361,1,0.22901,0.076492,0.32669,0.37714,0.47345,0.9995,1,0.79781,0.85331,0.9993,4,0.27197,0.22888,0.9159
"cytoplasmic vesicle membrane [GO:0030659]",5,0.76353,0.91481,1,0.23647,0.085291,0.34191,0.47294,0.74993,0.9995,0,NA,NA,NA,5,0.47294,0.79222,0.9998
"cytoplasmic vesicle [GO:0031410]",23,0.83573,1,1,0.16427,9.999e-05,0.011973,0.31579,0.086091,0.72506,1,0.85345,0.89441,0.9993,22,0.29135,0.057994,0.73238
"spindle [GO:0005819]",5,0.45154,0.22718,0.91469,0.54846,0.77292,1,0.44983,0.68903,0.9995,3,0.46077,0.62224,0.9993,2,0.43342,0.62594,0.9998
"mitotic spindle pole body [GO:0044732]",5,0.27449,0.028997,0.44366,0.72551,0.9711,1,0.42333,0.61504,0.9995,4,0.3577,0.36816,0.9993,1,0.68587,0.81952,0.9998
"mitotic spindle [GO:0072686]",5,0.458,0.24118,0.92857,0.542,0.75892,1,0.6063,0.94991,0.9995,3,0.60193,0.86471,0.9993,2,0.61287,0.88541,0.9998
"mitotic spindle midzone [GO:1990023]",5,0.58838,0.55984,1,0.41162,0.44026,0.82574,0.44884,0.68653,0.9995,2,0.532,0.72503,0.9993,3,0.3934,0.55514,0.99491
"RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]",23,0.44051,0.040596,0.5176,0.55949,0.9595,1,0.42699,0.73243,0.9995,13,0.38785,0.38196,0.9993,10,0.47786,0.87961,0.9998
"phosphatidylinositol dephosphorylation [GO:0046856]",6,0.71337,0.86951,1,0.28663,0.13059,0.4236,0.37987,0.48355,0.9995,2,0.70993,0.91441,0.9993,4,0.21485,0.10999,0.78857
"establishment or maintenance of cell polarity [GO:0007163]",8,0.70369,0.88551,1,0.29631,0.11459,0.39997,0.45377,0.73953,0.9995,1,0.44459,0.60514,0.9993,7,0.45509,0.77722,0.9998
"cellular bud tip [GO:0005934]",10,0.58179,0.56324,1,0.41821,0.43686,0.82517,0.46725,0.80262,0.9995,3,0.38473,0.44736,0.9993,7,0.50261,0.88621,0.9998
"mating projection tip [GO:0043332]",17,0.65888,0.88041,1,0.34112,0.11969,0.40845,0.44309,0.78252,0.9995,4,0.49179,0.71283,0.9993,13,0.4281,0.74813,0.9998
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]",14,0.67554,0.90221,1,0.32446,0.09789,0.36754,0.39836,0.54515,0.9995,4,0.56153,0.84462,0.9993,10,0.33309,0.29907,0.92564
"intracellular transport [GO:0046907]",9,0.46154,0.17828,0.87962,0.53846,0.82182,1,0.3688,0.40696,0.9995,5,0.36269,0.37576,0.9993,4,0.37645,0.52125,0.98142
"COPII-coated ER to Golgi transport vesicle [GO:0030134]",14,0.70945,0.9541,1,0.29055,0.045995,0.24838,0.37632,0.42506,0.9995,2,0.28329,0.31787,0.9993,12,0.39183,0.57304,0.99764
"peptidyl-prolyl cis-trans isomerase activity [GO:0003755]",15,0.4668,0.12629,0.81071,0.5332,0.87381,1,0.45903,0.81812,0.9995,8,0.43059,0.57764,0.9993,7,0.49154,0.86321,0.9998
"cyclosporin A binding [GO:0016018]",6,0.37259,0.078692,0.688,0.62741,0.92141,1,0.54374,0.90801,0.9995,4,0.46669,0.65283,0.9993,2,0.69785,0.93811,0.9998
"protein tyrosine phosphatase activity [GO:0004725]",5,0.73967,0.88401,1,0.26033,0.11609,0.40215,0.29014,0.21388,0.93151,1,0.42371,0.58804,0.9993,4,0.25675,0.19248,0.88208
"protein phosphatase regulator activity [GO:0019888]",5,0.81855,0.9642,1,0.18145,0.035896,0.21458,0.3629,0.42926,0.9995,0,NA,NA,NA,5,0.3629,0.47275,0.97332
"electron transfer activity [GO:0009055]",8,0.46541,0.20488,0.88513,0.53459,0.79522,1,0.39572,0.52695,0.9995,4,0.32654,0.28167,0.9993,4,0.4649,0.73883,0.9998
"SRP-dependent cotranslational protein targeting to membrane [GO:0006614]",9,0.50376,0.29307,0.98683,0.49624,0.70703,1,0.24517,0.044096,0.60418,4,0.15928,0.026197,0.77942,5,0.31389,0.31067,0.92606
"mRNA 3'-end processing [GO:0031124]",10,0.60115,0.63174,1,0.39885,0.36836,0.75199,0.44684,0.73833,0.9995,4,0.56143,0.84452,0.9993,6,0.37044,0.48435,0.97332
"mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]",9,0.64009,0.75262,1,0.35991,0.24748,0.63011,0.49345,0.86121,0.9995,3,0.66045,0.92431,0.9993,6,0.40995,0.62664,0.9998
"ribosomal small subunit assembly [GO:0000028]",12,0.54687,0.42516,1,0.45313,0.57494,0.91807,0.42591,0.66633,0.9995,6,0.51965,0.81492,0.9993,6,0.33218,0.35096,0.92896
"cytosolic small ribosomal subunit [GO:0022627]",29,0.65821,0.94201,1,0.34179,0.058094,0.2749,0.3664,0.31467,0.9995,7,0.34298,0.27397,0.9993,22,0.37386,0.47765,0.97332
"ATPase activator activity [GO:0001671]",5,0.31894,0.054595,0.59295,0.68106,0.94551,1,0.31974,0.29397,0.9995,3,0.13134,0.025997,0.77942,2,0.60233,0.87631,0.9998
"cytoplasmic microtubule [GO:0005881]",5,0.51442,0.36796,1,0.48558,0.63214,0.9582,0.35498,0.40166,0.9995,2,0.22978,0.23128,0.9993,3,0.43846,0.66033,0.9998
"microtubule cytoskeleton [GO:0015630]",12,0.43236,0.080192,0.688,0.56764,0.91991,1,0.38099,0.44996,0.9995,7,0.35346,0.30897,0.9993,5,0.41951,0.65053,0.9998
"cell cortex of cell tip [GO:0051285]",7,0.64687,0.74083,1,0.35313,0.25927,0.64979,0.31581,0.23478,0.94584,3,0.54448,0.78072,0.9993,4,0.1443,0.019798,0.56985
"GTPase regulator activity [GO:0030695]",6,0.63402,0.68843,1,0.36598,0.31167,0.70298,0.41462,0.60154,0.9995,2,0.524,0.70983,0.9993,4,0.35994,0.47705,0.97332
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",6,0.67047,0.77992,1,0.32953,0.22018,0.598,0.55445,0.92011,0.9995,1,0.68617,0.76962,0.9993,5,0.52811,0.89281,0.9998
"ergosterol biosynthetic process [GO:0006696]",17,0.42924,0.049095,0.56796,0.57076,0.951,1,0.45829,0.83952,0.9995,7,0.17037,0.0042996,0.3338,10,0.65983,0.9994,0.9998
"cellular response to amino acid starvation [GO:0034198]",6,0.74433,0.91541,1,0.25567,0.084692,0.34099,0.42919,0.64824,0.9995,1,0.75354,0.81572,0.9993,5,0.36432,0.47735,0.97332
"positive regulation of TORC1 signaling [GO:1904263]",5,0.84224,0.978,1,0.15776,0.022098,0.15725,0.31551,0.28047,0.99796,0,NA,NA,NA,5,0.31551,0.31587,0.92606
"Seh1-associated complex [GO:0035859]",5,0.83659,0.9757,1,0.16341,0.024398,0.1659,0.32682,0.31417,0.9995,0,NA,NA,NA,5,0.32682,0.35016,0.92896
"site of polarized growth [GO:0030427]",8,0.68622,0.85191,1,0.31378,0.14819,0.46587,0.38269,0.47375,0.9995,2,0.51027,0.68333,0.9993,6,0.34016,0.38046,0.94469
"proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]",47,0.58538,0.66813,1,0.41462,0.33197,0.71774,0.47235,0.9741,0.9995,18,0.53406,0.9628,0.9993,29,0.43405,0.86751,0.9998
"proteasome regulatory particle [GO:0005838]",5,0.59234,0.57014,1,0.40766,0.42996,0.82058,0.44685,0.68163,0.9995,2,0.53941,0.73863,0.9993,3,0.38515,0.53495,0.98236
"proteasome regulatory particle, lid subcomplex [GO:0008541]",14,0.78994,0.997,1,0.21006,0.0030997,0.064671,0.30812,0.12679,0.82612,2,0.60795,0.83172,0.9993,12,0.25814,0.049495,0.73238
"GPI anchor biosynthetic process [GO:0006506]",9,0.62014,0.69263,1,0.37986,0.30747,0.6992,0.53536,0.93421,0.9995,3,0.66346,0.92791,0.9993,6,0.47131,0.79572,0.9998
"RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]",15,0.4668,0.12629,0.81071,0.5332,0.87381,1,0.45903,0.81812,0.9995,8,0.43059,0.57764,0.9993,7,0.49154,0.86321,0.9998
"RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]",15,0.4668,0.12629,0.81071,0.5332,0.87381,1,0.45903,0.81812,0.9995,8,0.43059,0.57764,0.9993,7,0.49154,0.86321,0.9998
"90S preribosome [GO:0030686]",11,0.39542,0.047595,0.56016,0.60458,0.9525,1,0.21728,0.009599,0.41816,7,0.22066,0.029197,0.77942,4,0.21136,0.10369,0.78857
"ubiquitin-protein transferase activity [GO:0004842]",14,0.63324,0.78162,1,0.36676,0.21848,0.59514,0.55876,0.9872,0.9995,3,0.59223,0.85111,0.9993,11,0.54964,0.9784,0.9998
"negative regulation of gluconeogenesis [GO:0045721]",6,0.77041,0.94311,1,0.22959,0.056994,0.27109,0.45918,0.73423,0.9995,0,NA,NA,NA,6,0.45918,0.76352,0.9998
"GID complex [GO:0034657]",5,0.82389,0.9688,1,0.17611,0.031297,0.19413,0.35222,0.39296,0.9995,0,NA,NA,NA,5,0.35222,0.43676,0.9556
"protein targeting to ER [GO:0045047]",6,0.60595,0.61264,1,0.39405,0.38746,0.77851,0.38981,0.51505,0.9995,2,0.40255,0.49595,0.9993,4,0.38344,0.54085,0.98867
"amino acid transport [GO:0006865]",13,0.6993,0.93711,1,0.3007,0.062994,0.28298,0.35438,0.31977,0.9995,4,0.59859,0.89461,0.9993,9,0.24584,0.057594,0.73238
"actin filament organization [GO:0007015]",22,0.53799,0.34847,1,0.46201,0.65163,0.97055,0.41898,0.67293,0.9995,10,0.44445,0.65073,0.9993,12,0.39775,0.60004,0.9998
"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]",15,0.47463,0.14819,0.87811,0.52537,0.85191,1,0.50866,0.94191,0.9995,7,0.41919,0.54055,0.9993,8,0.58694,0.9831,0.9998
"positive regulation of transcription by RNA polymerase II [GO:0045944]",60,0.58168,0.66703,1,0.41832,0.33307,0.71774,0.39985,0.59554,0.9995,21,0.37601,0.28357,0.9993,39,0.41269,0.79042,0.9998
"RNA polymerase II transcription regulator complex [GO:0090575]",5,0.43226,0.19308,0.88513,0.56774,0.80702,1,0.54307,0.88061,0.9995,2,0.25949,0.27797,0.9993,3,0.73213,0.9815,0.9998
"amino acid biosynthetic process [GO:0008652]",16,0.62615,0.77282,1,0.37385,0.22728,0.60742,0.35328,0.29477,0.9995,6,0.47412,0.70123,0.9993,10,0.28078,0.11829,0.78857
"small molecule metabolic process [GO:0044281]",20,0.53907,0.36316,1,0.46093,0.63694,0.96208,0.4326,0.74003,0.9995,9,0.45638,0.68483,0.9993,11,0.41315,0.66893,0.9998
"iron-sulfur cluster binding [GO:0051536]",22,0.60094,0.69313,1,0.39906,0.30697,0.6992,0.45037,0.83552,0.9995,9,0.57496,0.9534,0.9993,13,0.36411,0.43376,0.9556
"peroxidase activity [GO:0004601]",12,0.56642,0.50565,1,0.43358,0.49445,0.86458,0.19816,0.0032997,0.22948,5,0.1972,0.037896,0.77942,7,0.19885,0.023998,0.59528
"translation elongation factor activity [GO:0003746]",9,0.77551,0.9793,1,0.22449,0.020798,0.15275,0.20382,0.011399,0.41816,2,0.4484,0.57584,0.9993,7,0.13394,0.0011999,0.15667
"ribosome binding [GO:0043022]",23,0.57639,0.56544,1,0.42361,0.43466,0.82271,0.34065,0.18158,0.92266,9,0.35272,0.27087,0.9993,14,0.3329,0.26047,0.91962
"translational elongation [GO:0006414]",12,0.62072,0.72593,1,0.37928,0.27417,0.66452,0.23104,0.014699,0.44978,5,0.36699,0.38756,0.9993,7,0.13394,0.0011999,0.15667
"NAD biosynthetic process [GO:0009435]",7,0.47626,0.23188,0.91673,0.52374,0.76822,1,0.54689,0.92301,0.9995,3,0.41599,0.52305,0.9993,4,0.64507,0.9678,0.9998
"carboxypeptidase activity [GO:0004180]",8,0.56461,0.49895,1,0.43539,0.50115,0.8676,0.43983,0.69483,0.9995,3,0.42539,0.54265,0.9993,5,0.4485,0.72883,0.9998
"NLS-bearing protein import into nucleus [GO:0006607]",8,0.30138,0.013399,0.31538,0.69862,0.9867,1,0.29895,0.16788,0.89763,5,0.12137,0.0023998,0.32259,3,0.59493,0.90271,0.9998
"nuclear pore organization [GO:0006999]",5,0.69677,0.80752,1,0.30323,0.19258,0.5542,0.25496,0.13739,0.83457,1,0.12122,0.16288,0.9993,4,0.28839,0.27147,0.91962
"nuclear pore central transport channel [GO:0044613]",5,0.25505,0.020698,0.38001,0.74495,0.9794,1,0.42042,0.60644,0.9995,4,0.33157,0.29357,0.9993,1,0.77581,0.87721,0.9998
"snoRNA binding [GO:0030515]",12,0.55106,0.44206,1,0.44894,0.55804,0.90879,0.33742,0.24698,0.96129,4,0.15931,0.026297,0.77942,8,0.42647,0.70773,0.9998
"U3 snoRNA binding [GO:0034511]",9,0.59375,0.60074,1,0.40625,0.39936,0.7915,0.49212,0.85801,0.9995,2,0.27915,0.30967,0.9993,7,0.55297,0.9529,0.9998
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",15,0.38764,0.019798,0.37864,0.61236,0.9803,1,0.40981,0.60364,0.9995,9,0.32091,0.16728,0.9993,6,0.54315,0.92371,0.9998
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",15,0.38764,0.019798,0.37864,0.61236,0.9803,1,0.40981,0.60364,0.9995,9,0.32091,0.16728,0.9993,6,0.54315,0.92371,0.9998
"box C/D methylation guide snoRNP complex [GO:0031428]",5,0.50293,0.34107,1,0.49707,0.65903,0.9758,0.29868,0.23558,0.94584,2,0.13067,0.064894,0.91411,3,0.41068,0.59934,0.9998
"small-subunit processome [GO:0032040]",49,0.48765,0.053295,0.59295,0.51235,0.94681,1,0.32777,0.050195,0.60916,23,0.25762,0.0032997,0.32259,26,0.38983,0.59744,0.9998
"calcium ion binding [GO:0005509]",20,0.61675,0.75792,1,0.38325,0.24218,0.62676,0.40772,0.60144,0.9995,6,0.40205,0.47445,0.9993,14,0.41015,0.67293,0.9998
"mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",5,0.58792,0.55814,1,0.41208,0.44196,0.82593,0.48929,0.78942,0.9995,1,0.16282,0.27557,0.9993,4,0.5709,0.91221,0.9998
"intra-Golgi vesicle-mediated transport [GO:0006891]",18,0.75057,0.9932,1,0.24943,0.0068993,0.080816,0.31834,0.12069,0.82213,3,0.45844,0.61804,0.9993,15,0.29032,0.09879,0.78857
"spliceosomal tri-snRNP complex assembly [GO:0000244]",5,0.79833,0.9511,1,0.20167,0.048995,0.25038,0.40333,0.55484,0.9995,0,NA,NA,NA,5,0.40333,0.59834,0.9998
"Prp19 complex [GO:0000974]",11,0.53726,0.40256,1,0.46274,0.59754,0.92423,0.38248,0.47545,0.9995,4,0.25339,0.13659,0.9993,7,0.45625,0.78172,0.9998
"pyridine nucleotide biosynthetic process [GO:0019363]",6,0.45387,0.20098,0.88513,0.54613,0.79912,1,0.50826,0.85291,0.9995,3,0.41599,0.52305,0.9993,3,0.60052,0.90781,0.9998
"peroxisome [GO:0005777]",46,0.29897,9.999e-05,0.015298,0.70103,1,1,0.30705,0.016298,0.45895,33,0.23681,9.999e-05,0.085391,13,0.48537,0.92091,0.9998
"DNA-binding transcription factor activity [GO:0003700]",23,0.3761,0.0038996,0.17899,0.6239,0.9962,1,0.5085,0.9766,0.9995,16,0.46862,0.77862,0.9993,7,0.59964,0.98,0.9998
"intracellular distribution of mitochondria [GO:0048312]",5,0.79728,0.9501,1,0.20272,0.049995,0.25079,0.40543,0.56124,0.9995,0,NA,NA,NA,5,0.40543,0.60564,0.9998
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",34,0.4852,0.082292,0.69678,0.5148,0.91781,1,0.37885,0.38806,0.9995,17,0.34925,0.18368,0.9993,17,0.40845,0.68233,0.9998
"import into nucleus [GO:0051170]",8,0.84934,0.9966,1,0.15066,0.0034997,0.066372,0.30131,0.17358,0.90748,0,NA,NA,NA,8,0.30131,0.21698,0.90145
"transcription factor TFIIIC complex [GO:0000127]",5,0.70308,0.81902,1,0.29692,0.18108,0.52947,0.40478,0.55864,0.9995,1,0.52735,0.66303,0.9993,4,0.37414,0.51505,0.98142
"mitochondrial respiratory chain complex I assembly [GO:0032981]",9,0.5404,0.40696,1,0.4596,0.59314,0.92241,0.46583,0.78662,0.9995,4,0.48995,0.70963,0.9993,5,0.44653,0.72353,0.9998
"nucleobase-containing compound metabolic process [GO:0006139]",9,0.69596,0.88651,1,0.30404,0.11359,0.3994,0.4197,0.62004,0.9995,3,0.71743,0.9612,0.9993,6,0.27084,0.16928,0.83185
"negative regulation of transcription by RNA polymerase II [GO:0000122]",29,0.56024,0.46515,1,0.43976,0.53495,0.89396,0.37729,0.39366,0.9995,12,0.39313,0.41036,0.9993,17,0.36611,0.43676,0.9556
"ribosomal subunit export from nucleus [GO:0000054]",7,0.57616,0.52925,1,0.42384,0.47085,0.84139,0.25419,0.085291,0.72506,3,0.30761,0.27887,0.9993,4,0.21413,0.10879,0.78857
"assembly of large subunit precursor of preribosome [GO:1902626]",6,0.49117,0.28287,0.97623,0.50883,0.71723,1,0.42601,0.63884,0.9995,3,0.40836,0.50485,0.9993,3,0.44366,0.67393,0.9998
"Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]",5,0.78276,0.93691,1,0.21724,0.063194,0.28298,0.43449,0.64744,0.9995,0,NA,NA,NA,5,0.43449,0.69233,0.9998
"translational termination [GO:0006415]",6,0.66365,0.76562,1,0.33635,0.23448,0.61853,0.3772,0.47425,0.9995,1,0.11353,0.13039,0.9993,5,0.42993,0.68143,0.9998
"pseudouridine synthase activity [GO:0009982]",6,0.56368,0.48775,1,0.43632,0.51235,0.87749,0.41882,0.61464,0.9995,3,0.54617,0.78322,0.9993,3,0.29146,0.31087,0.92606
"pseudouridine synthesis [GO:0001522]",8,0.52079,0.35766,1,0.47921,0.64244,0.96208,0.35099,0.34727,0.9995,4,0.39257,0.46305,0.9993,4,0.3094,0.32947,0.92896
"G1/S transition of mitotic cell cycle [GO:0000082]",8,0.64826,0.75892,1,0.35174,0.24118,0.62676,0.25113,0.065393,0.70551,2,0.095307,0.014299,0.67839,6,0.30307,0.25687,0.91962
"nucleosome organization [GO:0034728]",5,0.72854,0.86661,1,0.27146,0.13349,0.43148,0.26812,0.16438,0.89727,1,0.31299,0.48915,0.9993,4,0.2569,0.19288,0.88208
"L-leucine biosynthetic process [GO:0009098]",5,0.43899,0.20458,0.88513,0.56101,0.79552,1,0.22048,0.077492,0.72506,3,0.24872,0.18528,0.9993,2,0.17812,0.16808,0.83185
"serine-type carboxypeptidase activity [GO:0004185]",5,0.48458,0.29537,0.98683,0.51542,0.70473,1,0.40648,0.56434,0.9995,2,0.21955,0.21698,0.9993,3,0.5311,0.82682,0.9998
"damaged DNA binding [GO:0003684]",11,0.54114,0.41676,1,0.45886,0.58334,0.91838,0.35126,0.32947,0.9995,5,0.37689,0.41616,0.9993,6,0.3299,0.34417,0.92896
"base-excision repair [GO:0006284]",7,0.3128,0.023498,0.3922,0.6872,0.9766,1,0.58753,0.9618,0.9995,6,0.541,0.85531,0.9993,1,0.86675,0.93081,0.9998
"nucleotide-excision repair [GO:0006289]",15,0.59247,0.63034,1,0.40753,0.36976,0.75199,0.41827,0.64844,0.9995,5,0.40482,0.50005,0.9993,10,0.425,0.71983,0.9998
"UV-damage excision repair [GO:0070914]",7,0.55652,0.46405,1,0.44348,0.53605,0.89396,0.34326,0.32737,0.9995,3,0.36567,0.40286,0.9993,4,0.32645,0.37916,0.94469
"mitochondrion organization [GO:0007005]",17,0.68935,0.94331,1,0.31065,0.056794,0.27109,0.39284,0.51695,0.9995,3,0.3527,0.37276,0.9993,14,0.40145,0.62744,0.9998
"lipid homeostasis [GO:0055088]",5,0.67148,0.75772,1,0.32852,0.24238,0.62676,0.30469,0.25047,0.96208,1,0.11915,0.14239,0.9993,4,0.35108,0.44986,0.9556
"protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]",5,0.42085,0.17218,0.87962,0.57915,0.82792,1,0.39129,0.52015,0.9995,3,0.36083,0.39176,0.9993,2,0.43698,0.63244,0.9998
"protein import into mitochondrial intermembrane space [GO:0045041]",5,0.29306,0.039396,0.51665,0.70694,0.9607,1,0.49507,0.80012,0.9995,3,0.23433,0.16428,0.9993,2,0.88619,0.9938,0.9998
"phospholipid binding [GO:0005543]",11,0.35755,0.020598,0.38001,0.64245,0.9795,1,0.42264,0.65663,0.9995,8,0.4072,0.48915,0.9993,3,0.46382,0.71493,0.9998
"translation initiation factor binding [GO:0031369]",10,0.47385,0.19878,0.88513,0.52615,0.80132,1,0.34974,0.32237,0.9995,5,0.29744,0.19398,0.9993,5,0.40205,0.59414,0.9998
"mediator complex [GO:0016592]",13,0.60304,0.66143,1,0.39696,0.33867,0.7247,0.39275,0.51475,0.9995,4,0.34808,0.34147,0.9993,9,0.4126,0.65313,0.9998
"core mediator complex [GO:0070847]",7,0.68905,0.83872,1,0.31095,0.16138,0.49117,0.36156,0.38826,0.9995,1,0.088778,0.048495,0.79644,6,0.40702,0.61754,0.9998
"electron transport chain [GO:0022900]",6,0.55264,0.45435,1,0.44736,0.54575,0.898,0.38906,0.51265,0.9995,3,0.49435,0.69623,0.9993,3,0.28377,0.29337,0.92564
"amino acid metabolic process [GO:0006520]",17,0.4539,0.085691,0.70728,0.5461,0.91441,1,0.35422,0.29507,0.9995,9,0.30301,0.11779,0.9993,8,0.41183,0.65663,0.9998
"phosphotransferase activity, alcohol group as acceptor [GO:0016773]",5,0.58083,0.54185,1,0.41917,0.45825,0.83302,0.43778,0.65683,0.9995,2,0.49929,0.66193,0.9993,3,0.39677,0.56324,0.99634
"cellular response to nitrogen starvation [GO:0006995]",11,0.64266,0.78942,1,0.35734,0.21068,0.58513,0.43188,0.69523,0.9995,4,0.61115,0.90761,0.9993,7,0.32944,0.32487,0.92896
