"Name","Genes (tot)","Stat (dist.dir.up)","p (dist.dir.up)","p adj (dist.dir.up)","Stat (dist.dir.dn)","p (dist.dir.dn)","p adj (dist.dir.dn)","Stat (non-dir.)","p (non-dir.)","p adj (non-dir.)","Genes (up)","Stat (mix.dir.up)","p (mix.dir.up)","p adj (mix.dir.up)","Genes (down)","Stat (mix.dir.dn)","p (mix.dir.dn)","p adj (mix.dir.dn)"
"Golgi vesicle transport [GO:0048193]",8,0.75891,0.92391,1,0.24109,0.076192,0.28258,0.24978,0.29887,0.96012,1,0.07039,0.18758,1,7,0.2754,0.48635,1
"TRAPP complex [GO:0030008]",7,0.60051,0.55864,1,0.39949,0.44146,0.80431,0.45071,0.90731,1,2,0.39054,0.62624,1,5,0.47478,0.92991,1
"metalloaminopeptidase activity [GO:0070006]",11,0.61073,0.60964,1,0.38927,0.39046,0.7545,0.32851,0.60894,1,5,0.50496,0.89871,1,6,0.18147,0.17258,0.78475
"protein polyubiquitination [GO:0000209]",11,0.39225,0.052495,0.51889,0.60775,0.94761,1,0.36539,0.75412,1,7,0.33205,0.50195,1,4,0.42374,0.84302,1
"late endosome [GO:0005770]",9,0.66039,0.74633,1,0.33961,0.25377,0.57233,0.24354,0.25047,0.93136,3,0.3465,0.54655,1,6,0.19207,0.20078,0.82425
"catalytic activity, acting on a tRNA [GO:0140101]",10,0.72706,0.90861,1,0.27294,0.091491,0.31734,0.45899,0.9523,1,2,0.78279,0.9753,1,8,0.37804,0.83472,1
"tRNA aminoacylation for protein translation [GO:0006418]",16,0.7262,0.9522,1,0.2738,0.047895,0.23822,0.43928,0.9665,1,4,0.78335,0.9985,1,12,0.32459,0.70813,1
"pantothenate biosynthetic process [GO:0015940]",6,0.56127,0.45635,1,0.43873,0.54375,0.89867,0.2823,0.43666,1,3,0.40484,0.67683,1,3,0.15975,0.23478,0.86255
"polyubiquitin modification-dependent protein binding [GO:0031593]",7,0.1311,0.00079992,0.04328,0.8689,0.9993,1,0.26219,0.35456,0.99647,7,0.26219,0.25547,1,0,NA,NA,NA
"mitochondrial fission [GO:0000266]",7,0.60972,0.58424,1,0.39028,0.41586,0.77728,0.39211,0.79152,1,3,0.5468,0.88951,1,4,0.27609,0.49925,1
"peroxisome fission [GO:0016559]",8,0.45412,0.17138,0.7972,0.54588,0.82872,1,0.33319,0.62594,1,5,0.39314,0.68813,1,3,0.23328,0.40716,1
"mitochondrial outer membrane [GO:0005741]",30,0.71832,0.9853,1,0.28168,0.014799,0.11186,0.31465,0.57504,1,7,0.46707,0.87901,1,23,0.26827,0.37516,1
"proton transmembrane transporter activity [GO:0015078]",7,0.38566,0.087091,0.62608,0.61434,0.91301,1,0.31549,0.54825,1,4,0.20095,0.18518,1,3,0.46821,0.86781,1
"proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]",10,0.37421,0.043496,0.45165,0.62579,0.9566,1,0.27682,0.38236,0.99647,6,0.1877,0.092791,0.92519,4,0.41049,0.82312,1
"intracellular membraneless organelle [GO:0043232]",8,0.80983,0.9695,1,0.19017,0.030597,0.17335,0.18246,0.093891,0.60963,1,0.20853,0.42996,1,7,0.17874,0.14589,0.75305
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]",10,0.52736,0.32617,0.96908,0.47264,0.67393,1,0.26907,0.35096,0.99647,5,0.32379,0.49035,1,5,0.21435,0.30187,0.96718
"telomere maintenance via recombination [GO:0000722]",5,0.67957,0.72213,1,0.32043,0.27797,0.60419,0.2544,0.36736,0.99647,1,0.033883,0.084792,0.89948,4,0.30953,0.59774,1
"protein localization to bud neck [GO:0097271]",6,0.74778,0.86611,1,0.25222,0.13399,0.39359,0.24839,0.32017,0.97377,1,0.23184,0.46495,1,5,0.2517,0.42956,1
"regulation of translation [GO:0006417]",20,0.64142,0.78162,1,0.35858,0.21848,0.53096,0.32454,0.62804,1,6,0.34564,0.54825,1,14,0.3155,0.67993,1
"sulfate assimilation [GO:0000103]",8,0.20694,0.0023998,0.082232,0.79306,0.9977,1,0.36937,0.75012,1,7,0.30472,0.40636,1,1,0.82198,0.94031,1
"carboxy-lyase activity [GO:0016831]",12,0.66654,0.80052,1,0.33346,0.19958,0.50163,0.19269,0.064294,0.5742,4,0.28865,0.39606,1,8,0.14471,0.048995,0.40722
"mRNA 3'-UTR AU-rich region binding [GO:0035925]",5,0.58234,0.50885,1,0.41766,0.49125,0.86326,0.5817,0.9787,1,1,0.36597,0.62004,1,4,0.63564,0.9901,1
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]",13,0.60257,0.59334,1,0.39743,0.40676,0.7729,0.56282,0.999,1,3,0.49727,0.83072,1,10,0.58249,0.9996,1
"rRNA catabolic process [GO:0016075]",9,0.65554,0.73343,1,0.34446,0.26667,0.58955,0.54803,0.9902,1,1,0.36597,0.62004,1,8,0.57079,0.9971,1
"U4 snRNA 3'-end processing [GO:0034475]",12,0.58389,0.51775,1,0.41611,0.48235,0.85493,0.58086,0.9992,1,3,0.49727,0.83072,1,9,0.60872,0.999,1
"U5 snRNA 3'-end processing [GO:0034476]",6,0.53547,0.39066,1,0.46453,0.60944,0.96832,0.43493,0.86701,1,2,0.25879,0.40986,1,4,0.523,0.951,1
"nuclear mRNA surveillance [GO:0071028]",11,0.60435,0.59084,1,0.39565,0.40926,0.7729,0.59899,0.9994,1,3,0.64742,0.9619,1,8,0.58082,0.9979,1
"nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]",12,0.5696,0.46265,1,0.4304,0.53745,0.89691,0.57255,0.999,1,5,0.65409,0.9879,1,7,0.5143,0.9803,1
"TRAMP-dependent tRNA surveillance pathway [GO:0071038]",13,0.63478,0.71353,1,0.36522,0.28657,0.61502,0.62723,1,1,3,0.77638,0.9932,1,10,0.58249,0.9996,1
"nuclear exosome (RNase complex) [GO:0000176]",12,0.68423,0.84742,1,0.31577,0.15268,0.42768,0.52158,0.9939,1,2,0.67011,0.93941,1,10,0.49187,0.9863,1
"cytoplasmic exosome (RNase complex) [GO:0000177]",10,0.63355,0.68433,1,0.36645,0.31577,0.65752,0.60095,0.999,1,2,0.67011,0.93941,1,8,0.58366,0.9979,1
"exosome (RNase complex) [GO:0000178]",10,0.66156,0.76302,1,0.33844,0.23708,0.56026,0.54492,0.9948,1,2,0.67011,0.93941,1,8,0.51362,0.9868,1
"oxidoreductase activity, acting on NAD(P)H [GO:0016651]",7,0.45642,0.19478,0.85816,0.54358,0.80532,1,0.15153,0.052795,0.50253,4,0.18132,0.14639,1,3,0.11182,0.12709,0.72933
"tubulin binding [GO:0015631]",5,0.34238,0.084692,0.62608,0.65762,0.91541,1,0.40251,0.78532,1,3,0.23939,0.30077,1,2,0.64718,0.9589,1
"microtubule-based process [GO:0007017]",7,0.67733,0.76052,1,0.32267,0.23958,0.56242,0.32295,0.57554,1,3,0.62388,0.94921,1,4,0.097254,0.053395,0.43314
"tubulin complex assembly [GO:0007021]",6,0.46694,0.23148,0.87955,0.53306,0.76862,1,0.30552,0.51905,1,3,0.23939,0.30077,1,3,0.37165,0.71963,1
"antiporter activity [GO:0015297]",12,0.65449,0.76072,1,0.34551,0.23938,0.56242,0.33008,0.63244,1,4,0.45857,0.79972,1,8,0.26583,0.43726,1
"intracellular calcium ion homeostasis [GO:0006874]",8,0.88212,0.9946,1,0.11788,0.0054995,0.06079,0.15269,0.043496,0.45626,1,0.66774,0.83382,1,7,0.079108,0.0040996,0.13211
"calcium ion transmembrane transport [GO:0070588]",6,0.75995,0.88291,1,0.24005,0.11719,0.36729,0.24547,0.31127,0.96081,2,0.64806,0.92721,1,4,0.044177,0.0031997,0.13211
"superoxide dismutase activity [GO:0004784]",6,0.13652,0.0021998,0.077978,0.86348,0.9979,1,0.27304,0.40376,1,6,0.27304,0.31077,1,0,NA,NA,NA
"manganese ion binding [GO:0030145]",5,0.50803,0.34147,0.97237,0.49197,0.65863,1,0.47005,0.90061,1,3,0.57177,0.91281,1,2,0.31749,0.61934,1
"superoxide metabolic process [GO:0006801]",7,0.14767,0.0011999,0.053629,0.85233,0.9989,1,0.29534,0.47475,1,7,0.29534,0.37296,1,0,NA,NA,NA
"removal of superoxide radicals [GO:0019430]",9,0.30716,0.014199,0.22346,0.69284,0.9859,1,0.28955,0.44166,1,7,0.29534,0.37296,1,2,0.26927,0.53265,1
"maturation of SSU-rRNA [GO:0030490]",14,0.4327,0.074693,0.6046,0.5673,0.92541,1,0.35887,0.76012,1,9,0.39666,0.74173,1,5,0.29087,0.55034,1
"ATP-dependent activity, acting on RNA [GO:0008186]",7,0.72046,0.85131,1,0.27954,0.14879,0.42249,0.52496,0.9754,1,2,0.94027,0.9977,1,5,0.35883,0.74243,1
"generation of catalytic spliceosome for second transesterification step [GO:0000350]",6,0.58261,0.50655,1,0.41739,0.49355,0.86486,0.38552,0.76142,1,2,0.32612,0.52295,1,4,0.41522,0.83112,1
"ribonucleoprotein complex biogenesis [GO:0022613]",7,0.67608,0.75732,1,0.32392,0.24278,0.5628,0.48927,0.9505,1,2,0.72252,0.96,1,5,0.39597,0.81752,1
"phosphatidylethanolamine biosynthetic process [GO:0006646]",6,0.78272,0.91311,1,0.21728,0.086991,0.30521,0.31731,0.56024,1,1,0.64822,0.82092,1,5,0.25113,0.42706,1
"endoplasmic reticulum lumen [GO:0005788]",6,0.80063,0.93491,1,0.19937,0.065193,0.25835,0.075896,0.0056994,0.16669,1,0.031468,0.077692,0.88738,5,0.084782,0.023898,0.32746
"vesicle budding from membrane [GO:0006900]",5,0.43814,0.21228,0.87212,0.56186,0.78782,1,0.43456,0.85021,1,2,0.13854,0.18048,1,3,0.63191,0.9762,1
"late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511]",9,0.46876,0.19448,0.85816,0.53124,0.80562,1,0.41677,0.87661,1,4,0.27356,0.35696,1,5,0.53133,0.9684,1
"multivesicular body [GO:0005771]",10,0.46363,0.16078,0.76521,0.53637,0.83932,1,0.47401,0.9648,1,5,0.40127,0.70963,1,5,0.54676,0.9744,1
"amino acid transmembrane transporter activity [GO:0015171]",9,0.69349,0.82522,1,0.30651,0.17488,0.45979,0.30273,0.49665,1,3,0.53456,0.87601,1,6,0.18682,0.18738,0.8051
"amino acid transmembrane transport [GO:0003333]",12,0.63468,0.70053,1,0.36532,0.29957,0.63496,0.31237,0.54795,1,5,0.49808,0.88931,1,7,0.17973,0.14779,0.75305
"phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]",5,0.84596,0.9541,1,0.15404,0.045995,0.23292,0.30809,0.53775,1,0,NA,NA,NA,5,0.30809,0.60454,1
"clathrin binding [GO:0030276]",7,0.79388,0.94351,1,0.20612,0.056594,0.25835,0.26699,0.37036,0.99647,1,0.49158,0.72003,1,6,0.22955,0.32977,1
"acetyl-CoA biosynthetic process from pyruvate [GO:0006086]",5,0.076143,0.00059994,0.04328,0.92386,0.9995,1,0.15229,0.10189,0.63868,5,0.15229,0.065093,0.82942,0,NA,NA,NA
"pyruvate dehydrogenase complex [GO:0045254]",5,0.085557,0.00069993,0.04328,0.91444,0.9994,1,0.17111,0.13749,0.73612,5,0.17111,0.093691,0.92519,0,NA,NA,NA
"lipid droplet [GO:0005811]",12,0.73337,0.93991,1,0.26663,0.060194,0.25835,0.093918,0.00049995,0.036711,3,0.12131,0.082392,0.89948,9,0.084786,0.0031997,0.13211
"ribosomal large subunit binding [GO:0043023]",8,0.50688,0.29627,0.93425,0.49312,0.70383,1,0.29011,0.45615,1,4,0.30387,0.43756,1,4,0.27636,0.50005,1
"tRNA wobble uridine modification [GO:0002098]",12,0.60716,0.60484,1,0.39284,0.39526,0.75922,0.44949,0.9546,1,4,0.49571,0.85681,1,8,0.42638,0.91971,1
"sphingolipid metabolic process [GO:0006665]",5,0.86923,0.9683,1,0.13077,0.031797,0.17574,0.25925,0.38256,0.99647,1,0.99426,0.9966,1,4,0.075494,0.025597,0.34608
"double-strand break repair [GO:0006302]",12,0.73569,0.94201,1,0.26431,0.058094,0.25835,0.48833,0.9835,1,2,0.87914,0.9933,1,10,0.41016,0.91871,1
"NuA4 histone acetyltransferase complex [GO:0035267]",15,0.56537,0.44576,1,0.43463,0.55434,0.90841,0.52404,0.9985,1,5,0.48216,0.86711,1,10,0.54498,0.9972,1
"tRNA methylation [GO:0030488]",18,0.50064,0.18588,0.84179,0.49936,0.81422,1,0.40413,0.93081,1,10,0.46487,0.91921,1,8,0.32822,0.69413,1
"mRNA cis splicing, via spliceosome [GO:0045292]",17,0.51086,0.22908,0.87955,0.48914,0.77102,1,0.54255,0.9991,1,9,0.58847,0.9928,1,8,0.49089,0.9785,1
"endopeptidase activity [GO:0004175]",9,0.64835,0.71403,1,0.35165,0.28607,0.61502,0.38316,0.79502,1,3,0.51979,0.85971,1,6,0.31484,0.62614,1
"lysophospholipase activity [GO:0004622]",5,0.37546,0.11499,0.66784,0.62454,0.88511,1,0.36108,0.69043,1,3,0.26,0.34757,1,2,0.51269,0.87821,1
"lipid catabolic process [GO:0016042]",12,0.48427,0.19198,0.85816,0.51573,0.80812,1,0.32277,0.59984,1,6,0.29131,0.36566,1,6,0.35423,0.74673,1
"sphingosine biosynthetic process [GO:0046512]",5,0.69124,0.74363,1,0.30876,0.25647,0.57441,0.26383,0.39876,1,2,0.55789,0.86191,1,3,0.067787,0.040596,0.3709
"RNA methyltransferase activity [GO:0008173]",5,0.48577,0.30057,0.93632,0.51423,0.69953,1,0.55656,0.971,1,3,0.60675,0.93871,1,2,0.48129,0.84372,1
"maturation of LSU-rRNA [GO:0000470]",9,0.50842,0.28817,0.93153,0.49158,0.71193,1,0.35656,0.70913,1,4,0.29507,0.41176,1,5,0.40575,0.83612,1
"RNA methylation [GO:0001510]",5,0.42091,0.18168,0.82641,0.57909,0.81842,1,0.4537,0.87871,1,4,0.55969,0.93001,1,1,0.029704,0.071993,0.52216
"protein stabilization [GO:0050821]",7,0.36381,0.065893,0.58395,0.63619,0.93421,1,0.25254,0.31807,0.97025,5,0.28612,0.37296,1,2,0.16861,0.32887,1
"exocytosis [GO:0006887]",22,0.76479,0.9937,1,0.23521,0.0063994,0.06717,0.2122,0.045695,0.46155,4,0.28991,0.39876,1,18,0.19493,0.063594,0.48425
"vesicle docking [GO:0048278]",9,0.37889,0.053695,0.52074,0.62111,0.94641,1,0.28636,0.42676,1,6,0.2831,0.34167,1,3,0.29288,0.54685,1
"membrane coat [GO:0030117]",13,0.90698,0.9999,1,0.093022,0.00019998,0.0073421,0.18604,0.045795,0.46155,0,NA,NA,NA,13,0.18604,0.073893,0.5314
"cytoplasmic dynein complex [GO:0005868]",5,0.65663,0.68103,1,0.34337,0.31907,0.65996,0.26041,0.38656,0.99647,2,0.46709,0.74293,1,3,0.12263,0.15138,0.75305
"peptide catabolic process [GO:0043171]",6,0.78967,0.92261,1,0.21033,0.077492,0.28258,0.31321,0.54565,1,1,0.67763,0.83852,1,5,0.24033,0.39036,1
"transcription coactivator activity [GO:0003713]",8,0.34583,0.039396,0.41752,0.65417,0.9607,1,0.41623,0.86661,1,6,0.40526,0.72813,1,2,0.44915,0.80022,1
"rescue of stalled ribosome [GO:0072344]",8,0.68373,0.79072,1,0.31627,0.20938,0.51493,0.41637,0.86681,1,2,0.56767,0.87011,1,6,0.36594,0.77682,1
"U1 snRNA binding [GO:0030619]",6,0.71624,0.81392,1,0.28376,0.18618,0.48502,0.28464,0.44676,1,1,0.15138,0.35036,1,5,0.3113,0.61314,1
"U2-type prespliceosome [GO:0071004]",16,0.56094,0.42456,1,0.43906,0.57554,0.92882,0.32972,0.63304,1,8,0.4516,0.86901,1,8,0.20784,0.21128,0.8303
"precatalytic spliceosome [GO:0071011]",10,0.40273,0.069293,0.59585,0.59727,0.93081,1,0.35489,0.71943,1,6,0.30029,0.39486,1,4,0.4368,0.86031,1
"ribonucleoprotein complex binding [GO:0043021]",6,0.44813,0.19568,0.85816,0.55187,0.80442,1,0.407,0.81462,1,4,0.47745,0.83002,1,2,0.26611,0.52785,1
"cytoplasmic translation [GO:0002181]",26,0.7008,0.9602,1,0.2992,0.039896,0.20819,0.45586,0.9957,1,8,0.76838,1,1,18,0.31696,0.69753,1
"alpha-1,6-mannosyltransferase activity [GO:0000009]",6,0.77802,0.90811,1,0.22198,0.091991,0.31734,0.28032,0.42956,1,1,0.50908,0.72873,1,5,0.23456,0.37276,1
"cis-Golgi network [GO:0005801]",9,0.67188,0.77762,1,0.32812,0.22248,0.53585,0.33,0.60924,1,2,0.26595,0.42226,1,7,0.3483,0.73523,1
"mannan polymerase complex [GO:0000136]",5,0.74649,0.84462,1,0.25351,0.15548,0.43434,0.31066,0.54565,1,1,0.50908,0.72873,1,4,0.26105,0.45925,1
"elongator holoenzyme complex [GO:0033588]",6,0.6849,0.75782,1,0.3151,0.24228,0.5628,0.54242,0.9742,1,1,0.7367,0.86471,1,5,0.50357,0.9535,1
"endoplasmic reticulum exit site [GO:0070971]",7,0.85467,0.9819,1,0.14533,0.018198,0.12796,0.18421,0.10989,0.65298,1,0.6274,0.80742,1,6,0.11034,0.033397,0.3709
"transcription factor TFIIH core complex [GO:0000439]",5,0.75358,0.85841,1,0.24642,0.14169,0.40743,0.49285,0.92681,1,0,NA,NA,NA,5,0.49285,0.94611,1
"ERAD pathway [GO:0036503]",24,0.61629,0.69463,1,0.38371,0.30547,0.64317,0.31512,0.57464,1,8,0.32156,0.46485,1,16,0.3119,0.66113,1
"purine nucleotide biosynthetic process [GO:0006164]",14,0.43062,0.071993,0.59684,0.56938,0.92811,1,0.32543,0.60864,1,8,0.28833,0.33637,1,6,0.3749,0.79822,1
"nucleotide biosynthetic process [GO:0009165]",8,0.29492,0.014599,0.22346,0.70508,0.9855,1,0.34412,0.66753,1,6,0.28931,0.35986,1,2,0.50854,0.87401,1
"protein dimerization activity [GO:0046983]",13,0.43807,0.085691,0.62608,0.56193,0.91441,1,0.31563,0.56614,1,8,0.34331,0.54705,1,5,0.27133,0.48885,1
"oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",5,0.45631,0.24408,0.88255,0.54369,0.75602,1,0.25759,0.37796,0.99647,3,0.3085,0.45455,1,2,0.18123,0.35886,1
"actin filament [GO:0005884]",5,0.68608,0.73463,1,0.31392,0.26547,0.58943,0.25406,0.36656,0.99647,1,0.06556,0.16838,1,4,0.30119,0.57334,1
"cortical actin cytoskeleton [GO:0030864]",8,0.59769,0.55874,1,0.40231,0.44136,0.80431,0.22762,0.21658,0.85304,3,0.23066,0.28427,1,5,0.2258,0.34157,1
"large ribosomal subunit rRNA binding [GO:0070180]",7,0.58207,0.50525,1,0.41793,0.49485,0.86486,0.49081,0.9515,1,4,0.69809,0.9917,1,3,0.21444,0.36136,1
"N-acetyltransferase activity [GO:0008080]",7,0.58405,0.51175,1,0.41595,0.48835,0.86086,0.21307,0.18628,0.81836,3,0.27802,0.38686,1,4,0.16435,0.19278,0.8145
"proteasomal ubiquitin-independent protein catabolic process [GO:0010499]",15,0.58844,0.54215,1,0.41156,0.45795,0.82322,0.49134,0.993,1,6,0.58527,0.9774,1,9,0.42872,0.93811,1
"proteasome core complex [GO:0005839]",14,0.56318,0.43866,1,0.43682,0.56144,0.91468,0.51816,0.9962,1,6,0.58527,0.9774,1,8,0.46783,0.965,1
"proteasome core complex, alpha-subunit complex [GO:0019773]",7,0.75753,0.90561,1,0.24247,0.094491,0.32379,0.48494,0.94741,1,0,NA,NA,NA,7,0.48494,0.9656,1
"methionine metabolic process [GO:0006555]",5,0.34485,0.086591,0.62608,0.65515,0.91351,1,0.27838,0.44686,1,3,0.14006,0.11279,0.99003,2,0.48586,0.84922,1
"one-carbon metabolic process [GO:0006730]",12,0.56848,0.45885,1,0.43152,0.54125,0.89808,0.228,0.16048,0.77236,6,0.36497,0.61114,1,6,0.091036,0.013999,0.23658
"protein maturation by iron-sulfur cluster transfer [GO:0097428]",6,0.20484,0.0062994,0.16045,0.79516,0.9938,1,0.40968,0.82002,1,6,0.40968,0.73973,1,0,NA,NA,NA
"ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]",6,0.64531,0.66353,1,0.35469,0.33657,0.68513,0.2297,0.25657,0.93136,2,0.28048,0.44536,1,4,0.20431,0.29637,0.96718
"cytosolic ribosome [GO:0022626]",5,0.76236,0.87251,1,0.23764,0.12759,0.38351,0.43921,0.85821,1,1,0.90982,0.94921,1,4,0.32156,0.63004,1
"tetrahydrofolate interconversion [GO:0035999]",7,0.48738,0.26357,0.89434,0.51262,0.73653,1,0.20808,0.17208,0.79673,3,0.046649,0.0069993,0.27783,4,0.32916,0.64574,1
"regulation of primary metabolic process [GO:0080090]",9,0.61636,0.62054,1,0.38364,0.37956,0.74606,0.27339,0.37326,0.99647,3,0.25917,0.34487,1,6,0.28051,0.51095,1
"nuclear chromosome [GO:0000228]",5,0.51683,0.36026,1,0.48317,0.63984,0.99208,0.35826,0.68363,1,2,0.23989,0.37516,1,3,0.43717,0.83222,1
"rRNA methylation [GO:0031167]",7,0.4219,0.13489,0.6851,0.5781,0.86521,1,0.5592,0.988,1,5,0.58211,0.9616,1,2,0.50195,0.86531,1
"3'-5'-RNA exonuclease activity [GO:0000175]",7,0.79033,0.94021,1,0.20967,0.059894,0.25835,0.17694,0.094291,0.60963,1,0.15161,0.35086,1,6,0.18116,0.17138,0.78326
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]",10,0.70647,0.87201,1,0.29353,0.12809,0.38389,0.27835,0.38896,0.99842,2,0.22824,0.35316,1,8,0.29087,0.54635,1
"nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]",8,0.69333,0.81232,1,0.30667,0.18778,0.48502,0.21894,0.19048,0.82923,2,0.2112,0.31997,1,6,0.22152,0.30167,0.96718
"CCR4-NOT complex [GO:0030014]",7,0.61123,0.58864,1,0.38877,0.41146,0.77469,0.26536,0.36536,0.99647,2,0.10368,0.11249,0.99003,5,0.33003,0.66693,1
"CCR4-NOT core complex [GO:0030015]",7,0.7412,0.88201,1,0.2588,0.11809,0.36786,0.25566,0.32917,0.99146,1,0.083211,0.22028,1,6,0.28441,0.52455,1
"cysteine-type deubiquitinase activity [GO:0004843]",16,0.66889,0.84102,1,0.33111,0.15908,0.43846,0.34047,0.68593,1,5,0.4852,0.87121,1,11,0.27468,0.46065,1
"protein deubiquitination [GO:0016579]",15,0.61103,0.63384,1,0.38897,0.36626,0.72969,0.33306,0.65743,1,6,0.4439,0.82002,1,9,0.25917,0.40156,1
"double-strand break repair via nonhomologous end joining [GO:0006303]",7,0.78632,0.93581,1,0.21368,0.064294,0.25835,0.1872,0.11609,0.67597,1,0.15947,0.36116,1,6,0.19182,0.20008,0.82425
"nucleoside monophosphate phosphorylation [GO:0046940]",5,0.37416,0.11399,0.66784,0.62584,0.88611,1,0.23446,0.30387,0.96081,3,0.15231,0.13389,1,2,0.35769,0.67503,1
"'de novo' IMP biosynthetic process [GO:0006189]",8,0.32106,0.025497,0.31828,0.67894,0.9746,1,0.34413,0.66763,1,5,0.189,0.12439,1,3,0.60267,0.9657,1
"sequence-specific DNA binding [GO:0043565]",18,0.4572,0.081092,0.62359,0.5428,0.91901,1,0.21812,0.073193,0.6029,9,0.13252,0.0073993,0.27783,9,0.30373,0.60234,1
"regulation of ribosomal protein gene transcription by RNA polymerase II [GO:0060962]",6,0.4498,0.19778,0.85816,0.5502,0.80232,1,0.31652,0.55724,1,3,0.21613,0.25667,1,3,0.41691,0.80262,1
"anaphase-promoting complex-dependent catabolic process [GO:0031145]",6,0.79077,0.92341,1,0.20923,0.076692,0.28258,0.2661,0.37726,0.99647,1,0.54289,0.75202,1,5,0.21074,0.29177,0.96057
"anaphase-promoting complex [GO:0005680]",7,0.6922,0.79242,1,0.3078,0.20768,0.51198,0.25688,0.33437,0.99146,2,0.37222,0.59574,1,5,0.21074,0.29177,0.96057
"SWI/SNF complex [GO:0016514]",10,0.22319,0.00079992,0.04328,0.77681,0.9993,1,0.39345,0.83872,1,8,0.2749,0.28807,1,2,0.86768,0.9964,1
"RSC-type complex [GO:0016586]",10,0.52226,0.31097,0.95233,0.47774,0.68913,1,0.355,0.71973,1,4,0.2494,0.29527,1,6,0.4254,0.89461,1
"pentose-phosphate shunt [GO:0006098]",9,0.2222,0.0016998,0.064719,0.7778,0.9984,1,0.28491,0.41986,1,7,0.18314,0.066393,0.82942,2,0.64113,0.9563,1
"thioredoxin peroxidase activity [GO:0008379]",6,0.39681,0.11989,0.66981,0.60319,0.88021,1,0.32645,0.59054,1,3,0.12007,0.080792,0.89948,3,0.53284,0.92661,1
"hydrogen peroxide catabolic process [GO:0042744]",8,0.3983,0.084892,0.62608,0.6017,0.91521,1,0.42944,0.89091,1,4,0.22603,0.24098,1,4,0.63285,0.9899,1
"U2-type spliceosomal complex [GO:0005684]",11,0.56264,0.44096,1,0.43736,0.55914,0.91271,0.43121,0.92321,1,4,0.39017,0.66323,1,7,0.45466,0.94241,1
"extrinsic component of mitochondrial inner membrane [GO:0031314]",7,0.37991,0.081392,0.62359,0.62009,0.91871,1,0.33512,0.61564,1,5,0.36646,0.61764,1,2,0.25676,0.51005,1
"isoprenoid biosynthetic process [GO:0008299]",8,0.74387,0.90621,1,0.25613,0.093891,0.32281,0.20955,0.16078,0.77236,2,0.39457,0.63294,1,6,0.14787,0.093991,0.60705
"sterol biosynthetic process [GO:0016126]",12,0.89939,0.9998,1,0.10061,0.00029997,0.0099474,0.061634,0.00019998,0.020558,1,0.16247,0.36386,1,11,0.052467,9.999e-05,0.014484
"isoleucine biosynthetic process [GO:0009097]",7,0.36079,0.063794,0.58035,0.63921,0.93631,1,0.21468,0.19198,0.82923,4,0.069229,0.0082992,0.27783,3,0.40861,0.78782,1
"chitin synthase activity [GO:0004100]",5,0.89655,0.9818,1,0.10345,0.018298,0.12796,0.2069,0.22478,0.87527,0,NA,NA,NA,5,0.2069,0.28027,0.94306
"chitin biosynthetic process [GO:0006031]",9,0.83907,0.9881,1,0.16093,0.011999,0.098678,0.22225,0.17968,0.8133,1,0.55179,0.75872,1,8,0.18106,0.12369,0.72918
"cell septum [GO:0030428]",6,0.90598,0.9912,1,0.094017,0.0088991,0.07955,0.18803,0.14009,0.7385,0,NA,NA,NA,6,0.18803,0.19028,0.81069
"L-arginine biosynthetic process [GO:0006526]",10,0.58999,0.54205,1,0.41001,0.45805,0.82322,0.20687,0.12429,0.69064,4,0.23356,0.25777,1,6,0.18908,0.19278,0.8145
"phosphorelay signal transduction system [GO:0000160]",5,0.78125,0.90051,1,0.21875,0.09959,0.33025,0.43749,0.85481,1,0,NA,NA,NA,5,0.43749,0.88751,1
"single-stranded RNA binding [GO:0003727]",7,0.50859,0.31127,0.95233,0.49141,0.68883,1,0.53302,0.9798,1,3,0.47524,0.80052,1,4,0.57636,0.9764,1
"protein N-linked glycosylation via asparagine [GO:0018279]",5,0.9795,1,1,0.020505,9.999e-05,0.0046723,0.04101,0.00059994,0.041116,0,NA,NA,NA,5,0.04101,0.00079992,0.047713
"regulation of TORC1 signaling [GO:1903432]",6,0.58113,0.50335,1,0.41887,0.49675,0.86486,0.37439,0.73343,1,3,0.53665,0.87831,1,3,0.21213,0.35606,1
"syntaxin binding [GO:0019905]",8,0.74079,0.90151,1,0.25921,0.09859,0.32906,0.22355,0.20208,0.84998,2,0.41025,0.65643,1,6,0.16131,0.12129,0.72404
"prenyltransferase activity [GO:0004659]",8,0.65289,0.71553,1,0.34711,0.28457,0.61329,0.32849,0.60654,1,3,0.51235,0.85211,1,5,0.21817,0.31347,0.9848
